"plan_opt","code","prem20_total","prem21_total","prem21_gov","prem21_empl","prem21_increase","prem20_monthly_total","prem21_monthly_total","prem21_monthly_gov","prem21_monthly_empl","prem21_monthly_increase"
"Indiana Humana Health Plan, Inc. - High Self Plus One","MH3","1096.47",1206.12,517.46,688.66,"96.31","2375.69",2613.26,1121.16,1492.1,"208.67"
"Indiana Humana Health Plan, Inc. - Standard Self","MH4","396.76",436.44,241.58,194.86,"33.869999999999997","859.65",945.62,523.42,422.2,"73.39"
"Indiana Humana Health Plan, Inc. - Standard Self & Family","MH5","892.7",981.98,562.25,419.73,"73.5","1934.18",2127.62,1218.21,909.41,"159.25"
"Indiana Humana Health Plan, Inc. - Standard Self Plus One","MH6","853.03",938.33,517.46,420.87,"71.959999999999994","1848.23",2033.05,1121.16,911.89,"155.91999999999999"
"Indiana UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Indiana UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Indiana UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Iowa Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Iowa Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Iowa Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Iowa Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Iowa Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Iowa Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Iowa Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","H41","382.37",381.62,241.58,140.04,"-6.56","828.47",826.84,523.42,303.42,"-14.21"
"Iowa Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","H42","871.59",869.88,562.25,307.63,"-17.489999999999998","1888.45",1884.74,1218.21,666.53,"-37.9"
"Iowa Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","H43","863.04",861.43,517.46,343.97,"-14.95","1869.92",1866.43,1121.16,745.27,"-32.39"
"Iowa Aetna HealthFund CDHP and Aetna Value Plan - Value Self","H44","372.48",377.3,241.58,135.72,"-0.99","807.04",817.48,523.42,294.06,"-2.14"
"Iowa Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","H45","854.85",865.92,562.25,303.67,"-4.71","1852.18",1876.16,1218.21,657.95,"-10.210000000000001"
"Iowa Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","H46","838.09",848.95,517.46,331.49,"-2.48","1815.86",1839.39,1121.16,718.23,"-5.37"
"Iowa Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Iowa Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Iowa Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Iowa Health Alliance HMO - Standard Self","K84","308.37",315.49,236.62,78.87,"1.78","668.14",683.56,512.67,170.89,"3.86"
"Iowa Health Alliance HMO - Standard Self & Family","K85","832.61",731.24,548.43,182.81,"-103.33","1803.99",1584.35,1188.26,396.09,"-223.88"
"Iowa Health Alliance HMO - Standard Self Plus One","K86","714.36",674.59,505.94,168.65,"-41.59","1547.78",1461.61,1096.21,365.4,"-90.12"
"Iowa HealthPartners - Standard Self","V34","212.27",235.11,176.33,58.78,"5.71","459.92",509.41,382.06,127.35,"12.37"
"Iowa HealthPartners - Standard Self & Family","V35","517.11",572.74,429.56,143.18,"13.9","1120.4100000000001",1240.94,930.71,310.23,"30.13"
"Iowa HealthPartners - Standard Self Plus One","V36","469.13",519.6,389.7,129.9,"12.62","1016.45",1125.8,844.35,281.45,"27.34"
"Iowa HealthPartners - High Self","V31","328.76",308.34,231.26,77.08,"-15.91","712.31",668.07,501.05,167.02,"-34.450000000000003"
"Iowa HealthPartners - High Self & Family","V32","800.86",751.1,562.25,188.85,"-65.540000000000006","1735.2",1627.38,1218.21,409.17,"-142.01"
"Iowa HealthPartners - High Self Plus One","V33","726.56",681.42,511.07,170.35,"-52.09","1574.21",1476.41,1107.31,369.1,"-112.85"
"Iowa UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self","AS1","242.68",276.68,207.51,69.17,"8.5","525.80999999999995",599.47,449.6,149.87,"18.420000000000002"
"Iowa UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self & Family","AS2","573.86",654.35,490.76,163.59,"20.13","1243.3599999999999",1417.76,1063.32,354.44,"43.6"
"Iowa UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self Plus One","AS3","521.73",594.87,446.15,148.72,"18.29","1130.42",1288.89,966.67,322.22,"39.619999999999997"
"Iowa UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self","N71","281.73",319.78,239.84,79.94,"9.51","610.41999999999996",692.86,519.65,173.21,"20.61"
"Iowa UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self & Family","N72","647.99",735.49,551.62,183.87,"21.87","1403.98",1593.56,1195.17,398.39,"47.4"
"Iowa UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self Plus One","N73","605.73",687.52,515.64,171.88,"20.45","1312.42",1489.63,1117.22,372.41,"44.31"
"Iowa UnitedHealthcare Insurance Company, Inc. Choice Open Access HMO - High Self","LJ1","332.39",358.54,241.58,116.96,"20.34","720.18",776.84,523.42,253.42,"44.08"
"Iowa UnitedHealthcare Insurance Company, Inc. Choice Open Access HMO - High Self & Family","LJ2","830.99",896.36,562.25,334.11,"49.59","1800.48",1942.11,1218.21,723.9,"107.44"
"Iowa UnitedHealthcare Insurance Company, Inc. Choice Open Access HMO - High Self Plus One","LJ3","714.65",770.87,517.46,253.41,"42.88","1548.41",1670.22,1121.16,549.06,"92.91"
"Iowa UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self","Y81","233.88",266.18,199.64,66.54,"8.07","506.74",576.72,432.54,144.18,"17.5"
"Iowa UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self & Family","Y82","553.03",629.51,472.13,157.38,"19.12","1198.23",1363.94,1022.96,340.98,"41.42"
"Iowa UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self Plus One","Y83","502.79",572.28,429.21,143.07,"17.37","1089.3800000000001",1239.94,929.96,309.98,"37.64"
"Iowa UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Iowa UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Iowa UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Kansas Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Kansas Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Kansas Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Kansas Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Kansas Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Kansas Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Kansas Aetna HealthFund CDHP and Aetna Value Plan - Value Self","G54","328.95",330.94,241.58,89.36,"-3.82","712.73",717.04,523.42,193.62,"-8.27"
"Kansas Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","G55","753.4",757.97,562.25,195.72,"-11.21","1632.37",1642.27,1218.21,424.06,"-24.29"
"Kansas Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","G56","738.63",743.12,517.46,225.66,"-8.85","1600.37",1610.09,1121.16,488.93,"-19.18"
"Kansas Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","G51","417.46",488.66,241.58,247.08,"65.39","904.5",1058.76,523.42,535.34,"141.68"
"Kansas Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","G52","952.2",1114.65,562.25,552.4,"146.66999999999999","2063.1",2415.08,1218.21,1196.87,"317.79000000000002"
"Kansas Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","G53","942.79",1103.63,517.46,586.17,"147.5","2042.71",2391.2,1121.16,1270.04,"319.58999999999997"
"Kansas Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Kansas Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Kansas Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Kansas Aetna Open Access - High Self","HA1","507.66",533.78,241.58,292.2,"20.309999999999999","1099.93",1156.52,523.42,633.1,"44.01"
"Kansas Aetna Open Access - High Self & Family","HA2","1199.1600000000001",1260.88,562.25,698.63,"45.94","2598.1799999999998",2731.91,1218.21,1513.7,"99.54"
"Kansas Aetna Open Access - High Self Plus One","HA3","1187.32",1248.41,517.46,730.95,"47.75","2572.5300000000002",2704.89,1121.16,1583.73,"103.46"
"Kansas Aetna Open Access - Standard Self","HA4","330.63",416.01,241.58,174.43,"79.569999999999993","716.37",901.36,523.42,377.94,"172.41"
"Kansas Aetna Open Access - Standard Self & Family","HA5","780.41",981.94,562.25,419.69,"185.75","1690.89",2127.54,1218.21,909.33,"402.46"
"Kansas Aetna Open Access - Standard Self Plus One","HA6","772.69",972.22,517.46,454.76,"186.19","1674.16",2106.48,1121.16,985.32,"403.42"
"Kansas Humana CoverageFirst and Humana Value Plan - Value Self","PH4","223.4",243.51,182.63,60.88,"5.03","484.03",527.61,395.71,131.9,"10.89"
"Kansas Humana CoverageFirst and Humana Value Plan - Value Self & Family","PH5","502.66",547.9,410.93,136.97,"11.31","1089.0999999999999",1187.12,890.34,296.78,"24.51"
"Kansas Humana CoverageFirst and Humana Value Plan - Value Self Plus One","PH6","480.31",523.55,392.66,130.89,"10.81","1040.67",1134.36,850.77,283.59,"23.42"
"Kansas Humana CoverageFirst and Humana Value Plan - CDHP Self","PH1","330.05",349.86,241.58,108.28,"14","715.11",758.03,523.42,234.61,"30.34"
"Kansas Humana CoverageFirst and Humana Value Plan - CDHP Self & Family","PH2","742.63",787.19,562.25,224.94,"28.78","1609.03",1705.58,1218.21,487.37,"62.36"
"Kansas Humana CoverageFirst and Humana Value Plan - CDHP Self Plus One","PH3","709.62",752.2,517.46,234.74,"29.24","1537.51",1629.77,1121.16,508.61,"63.36"
"Kansas Humana Health Plan, Inc. - High Self","MS1","795.31",829.31,241.58,587.73,"28.19","1723.17",1796.84,523.42,1273.42,"61.09"
"Kansas Humana Health Plan, Inc. - High Self & Family","MS2","1789.44",1865.95,562.25,1303.7,"60.73","3877.12",4042.89,1218.21,2824.68,"131.58000000000001"
"Kansas Humana Health Plan, Inc. - High Self Plus One","MS3","1709.91",1783,517.46,1265.54,"59.75","3704.81",3863.17,1121.16,2742.01,"129.46"
"Kansas Humana Health Plan, Inc. - Standard Self","MS4","492.46",554.12,241.58,312.54,"55.85","1067",1200.59,523.42,677.17,"121.01"
"Kansas Humana Health Plan, Inc. - Standard Self & Family","MS5","1108.05",1246.77,562.25,684.52,"122.94","2400.7800000000002",2701.34,1218.21,1483.13,"266.37"
"Kansas Humana Health Plan, Inc. - Standard Self Plus One","MS6","1058.81",1191.38,517.46,673.92,"119.23","2294.09",2581.32,1121.16,1460.16,"258.33"
"Kansas UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Kansas UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Kansas UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Kentucky Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Kentucky Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Kentucky Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Kentucky Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Kentucky Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Kentucky Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Kentucky Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","H41","382.37",381.62,241.58,140.04,"-6.56","828.47",826.84,523.42,303.42,"-14.21"
"Kentucky Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","H42","871.59",869.88,562.25,307.63,"-17.489999999999998","1888.45",1884.74,1218.21,666.53,"-37.9"
"Kentucky Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","H43","863.04",861.43,517.46,343.97,"-14.95","1869.92",1866.43,1121.16,745.27,"-32.39"
"Kentucky Aetna HealthFund CDHP and Aetna Value Plan - Value Self","H44","372.48",377.3,241.58,135.72,"-0.99","807.04",817.48,523.42,294.06,"-2.14"
"Kentucky Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","H45","854.85",865.92,562.25,303.67,"-4.71","1852.18",1876.16,1218.21,657.95,"-10.210000000000001"
"Kentucky Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","H46","838.09",848.95,517.46,331.49,"-2.48","1815.86",1839.39,1121.16,718.23,"-5.37"
"Kentucky Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Kentucky Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Kentucky Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Kentucky Humana CoverageFirst - CDHP Self","TC1","304.37",340.88,241.58,99.3,"23.21","659.47",738.57,523.42,215.15,"50.28"
"Kentucky Humana CoverageFirst - CDHP Self & Family","TC2","684.8",766.98,562.25,204.73,"33.53","1483.73",1661.79,1218.21,443.58,"72.650000000000006"
"Kentucky Humana CoverageFirst - CDHP Self Plus One","TC3","654.38",732.9,517.46,215.44,"51.85","1417.82",1587.95,1121.16,466.79,"112.34"
"Kentucky Humana CoverageFirst - CDHP Self","6N1","353.86",382.17,241.58,140.59,"22.5","766.7",828.04,523.42,304.62,"48.76"
"Kentucky Humana CoverageFirst - CDHP Self & Family","6N2","796.19",859.88,562.25,297.63,"47.91","1725.08",1863.07,1218.21,644.86,"103.8"
"Kentucky Humana CoverageFirst - CDHP Self Plus One","6N3","760.8",821.67,517.46,304.21,"47.53","1648.4",1780.29,1121.16,659.13,"102.99"
"Kentucky Humana CoverageFirst and Humana Value Plan - Value Self","X34","283.89999999999998",298.1,223.58,74.52,"3.55","615.12",645.88,484.41,161.47,"7.69"
"Kentucky Humana CoverageFirst and Humana Value Plan - Value Self & Family","X35","638.79",670.73,503.05,167.68,"7.98","1384.05",1453.25,1089.94,363.31,"17.3"
"Kentucky Humana CoverageFirst and Humana Value Plan - Value Self Plus One","X36","610.4",640.92,480.69,160.23,"7.63","1322.53",1388.66,1041.5,347.16,"16.53"
"Kentucky Humana CoverageFirst and Humana Value Plan - CDHP Self","X31","368.97",387.42,241.58,145.84,"12.64","799.44",839.41,523.42,315.99,"27.39"
"Kentucky Humana CoverageFirst and Humana Value Plan - CDHP Self & Family","X32","830.2",871.71,562.25,309.46,"25.73","1798.77",1888.71,1218.21,670.5,"55.75"
"Kentucky Humana CoverageFirst and Humana Value Plan - CDHP Self Plus One","X33","793.3",832.97,517.46,315.51,"26.33","1718.82",1804.77,1121.16,683.61,"57.05"
"Kentucky Humana Health Plan of Ohio, Inc. - High Self","A61","692.76",727.4,241.58,485.82,"28.83","1500.98",1576.03,523.42,1052.61,"62.47"
"Kentucky Humana Health Plan of Ohio, Inc. - High Self & Family","A62","1558.72",1636.66,562.25,1074.41,"62.16","3377.23",3546.1,1218.21,2327.89,"134.68"
"Kentucky Humana Health Plan of Ohio, Inc. - High Self Plus One","A63","1489.45",1563.92,517.46,1046.46,"61.13","3227.14",3388.49,1121.16,2267.33,"132.44999999999999"
"Kentucky Humana Health Plan of Ohio, Inc. - Standard Self","A64","541",568.05,241.58,326.47,"21.24","1172.17",1230.78,523.42,707.36,"46.03"
"Kentucky Humana Health Plan of Ohio, Inc. - Standard Self & Family","A65","1217.27",1278.14,562.25,715.89,"45.09","2637.42",2769.3,1218.21,1551.09,"97.69"
"Kentucky Humana Health Plan of Ohio, Inc. - Standard Self Plus One","A66","1163.17",1221.32,517.46,703.86,"44.81","2520.1999999999998",2646.19,1121.16,1525.03,"97.09"
"Kentucky Humana Health Plan of Ohio, Inc. - Basic Self","W61","280.89999999999998",294.95,221.21,73.74,"3.52","608.62",639.06,479.3,159.76,"7.61"
"Kentucky Humana Health Plan of Ohio, Inc. - Basic Self & Family","W62","632.04999999999995",663.66,497.75,165.91,"7.9","1369.44",1437.93,1078.45,359.48,"17.12"
"Kentucky Humana Health Plan of Ohio, Inc. - Basic Self Plus One","W63","603.96",634.16,475.62,158.54,"7.55","1308.58",1374.01,1030.51,343.5,"16.36"
"Kentucky Humana Health Plan, Inc. - High Self","MI1","637.59",663.1,241.58,421.52,"19.7","1381.45",1436.72,523.42,913.3,"42.69"
"Kentucky Humana Health Plan, Inc. - High Self & Family","MI2","1434.57",1491.94,562.25,929.69,"41.59","3108.24",3232.54,1218.21,2014.33,"90.11"
"Kentucky Humana Health Plan, Inc. - High Self Plus One","MI3","1370.81",1425.65,517.46,908.19,"41.5","2970.09",3088.91,1121.16,1967.75,"89.92"
"Kentucky Humana Health Plan, Inc. - Standard Self","MI4","408.46",424.8,241.58,183.22,"10.53","885",920.4,523.42,396.98,"22.82"
"Kentucky Humana Health Plan, Inc. - Standard Self & Family","MI5","919.02",955.78,562.25,393.53,"20.98","1991.21",2070.86,1218.21,852.65,"45.46"
"Kentucky Humana Health Plan, Inc. - Standard Self Plus One","MI6","878.19",913.31,517.46,395.85,"21.78","1902.75",1978.84,1121.16,857.68,"47.19"
"Kentucky Humana Health Plan, Inc. - High Self","MH1","509.98",560.99,241.58,319.41,"45.2","1104.96",1215.48,523.42,692.06,"97.94"
"Kentucky Humana Health Plan, Inc. - High Self & Family","MH2","1147.47",1262.23,562.25,699.98,"98.98","2486.19",2734.83,1218.21,1516.62,"214.45"
"Kentucky Humana Health Plan, Inc. - High Self Plus One","MH3","1096.47",1206.12,517.46,688.66,"96.31","2375.69",2613.26,1121.16,1492.1,"208.67"
"Kentucky Humana Health Plan, Inc. - Standard Self","MH4","396.76",436.44,241.58,194.86,"33.869999999999997","859.65",945.62,523.42,422.2,"73.39"
"Kentucky Humana Health Plan, Inc. - Standard Self & Family","MH5","892.7",981.98,562.25,419.73,"73.5","1934.18",2127.62,1218.21,909.41,"159.25"
